symbol	max_min_score	Q75.25_score	cor	p.value	fdr	TSGene
BUB1	0.5473883533	0	-0.002969399	0.4829709463	1	
MMP13	0.5470320784	0	-0.0026604974	0.4847419331	1	
SPTLC2	0.546854699	0	-0.0025067038	0.4856237723	1	
TSC2	0.5466818677	0	-0.0023568537	0.4864830675	1	TSG
PLCG2	0.5466151609	0	-0.0022990168	0.4868147422	1	
KCNN3	0.546593936	0	-0.0022806141	0.486920277	1	
CPB1	0.5462361451	0	-0.001970398	0.488699423	1	
RBPJ	0.5460754423	0	-0.0018310637	0.4894986058	1	
PPIH	0.5459632537	0	-0.0017337925	0.490056551	1	
MAPKAPK3	0.5456888462	0	-0.0014958725	0.491421334	1	
TACR2	0.5456069787	0	-0.0014248909	0.4918285269	1	
KCNN2	0.5455827217	0	-0.0014038593	0.4919491783	1	
S100B	0.5454614367	0	-0.0012987013	0.492552446	1	
ABCA3	0.5453431837	0	-0.0011961722	0.4931406484	1	
WNK3	0.5452279629	0	-0.0010962721	0.4937137829	1	
AANAT	0.5452097701	0	-0.0010804984	0.4938042791	1	
ITPKA	0.5450930332	0	-0.0009792839	0.4943849699	1	
GRIN2B	0.5449490072	0	-0.0008544087	0.4951014229	1	
DFFA	0.5446457945	0	-0.0005915137	0.4966097936	1	
SMARCA4	0.5443986762	0	-0.0003772543	0.4978391523	1	TSG
NEK2	0.5443168087	0	-0.0003062727	0.4982464296	1	
MYLK2	0.544131849	0	-0.0001459067	0.4991665806	1	
SELE	0.5439938872	0	-2.62894999737105E-005	0.4998529259	1	
PSMB10	0.5439559856	0	6.57237499342763E-006	0.5000414824	1	
NOS2	0.5439529535	0	9.20132499079867E-006	0.500056567	1	
CDK17	0.5439484053	0	1.31447499868553E-005	0.5000791938	1	
HIPK2	0.543916568	0	4.07487249592513E-005	0.5002375813	1	TSG
ADORA2B	0.5436891585	0	0.00023792	0.501368918	1	
CD1D	0.5434102028	0	0.0004797834	0.5027566751	1	
LTB4R	0.5432616286	0	0.0006086019	0.5034957942	1	
PNCK	0.5432525322	0	0.0006164888	0.503541046	1	
GPBAR1	0.5430918295	0	0.0007558231	0.5043404869	1	
MAP4K1	0.5427825525	0	0.001023976	0.505878982	1	TSG
HIBADH	0.5427764883	0	0.0010292339	0.5059091478	1	
SLC25A20	0.5426294301	0	0.001156738	0.5066406571	1	
PBK	0.541973732	0	0.001725249	0.5098895915	1	
AKR1B1	0.5419320409	0	0.0017613965	0.5101093267	1	TSG
ASPH	0.5418911072	0	0.0017968873	0.5103129014	1	
SSTR2	0.5415590893	0	0.0020847573	0.5119640154	1	
PDCD1	0.5414908665	0	0.0021439087	0.5123032611	1	
NOTCH3	0.5414650934	0	0.0021662548	0.5124314183	1	
STAT1	0.5413968705	0	0.0022254062	0.5127706517	1	
CDC42BPB	0.5410042101	0	0.0025658552	0.5147229423	1	
CLCN2	0.5408207664	0	0.0027249067	0.5156348988	1	
OXCT1	0.5407495114	0	0.002786687	0.5159891082	1	
CXCR2	0.5406994814	0	0.0028300647	0.5162378009	1	
RHOB	0.5405099734	0	0.002994374	0.517179761	1	TSG
NOS1AP	0.5403492707	0	0.0031337084	0.5179784687	1	
CACNA1H	0.5403204655	0	0.0031586834	0.5181216258	1	
HLA-DRB1	0.5401916001	0	0.0032704138	0.5187620367	1	
MAP3K10	0.5401612788	0	0.0032967033	0.5189127147	1	
GRK1	0.5401142809	0	0.003337452	0.5191462602	1	
RAG1	0.5400521223	0	0.0033913455	0.519455133	1	
TPO	0.5399823833	0	0.0034518113	0.5198016594	1	
NR3C1	0.539783779	0	0.0036240076	0.5207884237	1	
NDUFS6	0.539767101	0	0.003638468	0.5208493676	1	
GUCY1A2	0.53966401	0	0.0037278511	0.5213834345	1	
APC	0.5394456969	0	0.0039171355	0.5224678883	1	TSG
IL36B	0.5393835383	0	0.003971029	0.5227766265	1	
SUCLA2	0.5392258677	0	0.0041077344	0.5235597058	1	
GRIA2	0.5390469722	0	0.0042628424	0.5244480899	1	
GLP1R	0.5389666208	0	0.0043325096	0.5248470708	1	
PPIB	0.5389635887	0	0.0043351385	0.5248621262	1	
MLLT1	0.5389074944	0	0.0043837741	0.5251406448	1	
GPR183	0.5388771731	0	0.0044100636	0.5252911903	1	
RIPK3	0.5385936692	0	0.0046558704	0.5266986138	1	
HNMT	0.5385133179	0	0.0047255376	0.5270974498	1	
HOXC11	0.5384269022	0	0.0048004627	0.5275263564	1	
PPP3CC	0.538158559	0	0.0050331248	0.5288580198	1	TSG
CPE	0.5380584988	0	0.0051198801	0.5293544909	1	
HCRTR1	0.5378038002	0	0.0053407119	0.530618029	1	
TCL1A	0.5377840913	0	0.0053578001	0.5307157902	1	
NCSTN	0.5377613504	0	0.0053775172	0.5308285892	1	
IL18	0.5376400653	0	0.0054826752	0.5314301424	1	
ARL1	0.5375218124	0	0.0055852043	0.5320165881	1	
XIAP	0.537514232	0	0.0055917766	0.5320541784	1	
CTGF	0.5374111397	0	0.0056811609	0.5325653785	1	TSG
AGER	0.5373656578	0	0.0057205952	0.5327908911	1	
SLC31A1	0.5372610494	0	0.005811294	0.53330953	1	
CHD9	0.5369790594	0	0.0060557883	0.5346734871	1	
IL2	0.5369752692	0	0.0060590745	0.5346922556	1	
ROCK2	0.5365719962	0	0.006408725	0.5366887791	1	
CHRNA3	0.5365651763	0	0.006414638	0.5367581334	1	
PLAG1	0.5363938612	0	0.0065631737	0.5376067248	1	
TLR8	0.5363642954	0	0.0065888081	0.5377167091	1	
KCNJ8	0.5360724557	0	0.0068418424	0.5391983101	1	
MCCC2	0.5359996847	0	0.0069049372	0.5395585833	1	
PTGER3	0.5359799758	0	0.0069220253	0.5396561517	1	
CPA1	0.5358783996	0	0.0070100952	0.5401589667	1	
FBN2	0.535840498	0	0.007042957	0.5403465679	1	
ACSL1	0.5357768233	0	0.007098165	0.5406617177	1	
PCCB	0.5356525061	0	0.0072059519	0.541276937	1	
DGKA	0.5356479579	0	0.0072098954	0.5412994431	1	
MAT1A	0.5355342532	0	0.007308481	0.5418620543	1	
CYP11A1	0.5354683016	0	0.0073656631	0.542148113	1	
FANCF	0.5351658498	0	0.0076278984	0.5436843358	1	
ACTR3	0.5351613016	0	0.0076318418	0.5437068275	1	
MAP3K1	0.5351491731	0	0.0076423576	0.5437668046	1	
ACCS	0.5351324964	0	0.0076568169	0.5438492715	1	
MTNR1B	0.5351188518	0	0.0076686471	0.543916743	1	
PRRX1	0.5347337717	0	0.0080025238	0.5458204131	1	
GRIA4	0.5346291633	0	0.0080932226	0.5463373729	1	
IRAK2	0.5346018742	0	0.0081168831	0.5464722191	1	
UBE3B	0.5342440832	0	0.0084270992	0.548239705	1	
RPS6KA3	0.5341955692	0	0.0084691624	0.5484792917	1	
KCNC4	0.534173583	0	0.0084882251	0.5485422096	1	
IRAK4	0.5341121857	0	0.0085414585	0.5488910403	1	
CAMK2A	0.5340651877	0	0.0085822073	0.5491230937	1	
MAPK4	0.5340318343	0	0.0086111257	0.5492877667	1	
SLC16A1	0.5337756196	0	0.008833272	0.550552471	1	
PPARA	0.5337013325	0	0.0088976813	0.5509190655	1	
LIMK2	0.5336012723	0	0.0089844366	0.5514127774	1	
IL2RA	0.5335148567	0	0.0090593617	0.5518391014	1	
STK40	0.5330433609	0	0.0094681634	0.5541641233	1	
ATP7A	0.5330282003	0	0.0094813082	0.5542388525	1	
SBK1	0.5329099473	0	0.0095838372	0.5548216747	1	
TUBB2A	0.5323732609	0	0.0100491614	0.5574652918	1	
LDHC	0.5323573384	0	0.0100629667	0.5574905167	1	
ERCC1	0.5323095862	0	0.0101043693	0.5577787748	1	
CLK3	0.5319063133	0	0.0104540197	0.5597633238	1	
RABEP1	0.5318092853	0	0.0105381461	0.5602405884	1	
CD4	0.5315409421	0	0.0107708081	0.5615600681	1	
CTNS	0.5315060726	0	0.0108010411	0.5617314763	1	
CSF1R	0.5314939441	0	0.0108115569	0.5617910938	1	
POMC	0.5314007021	0	0.0108924007	0.5621923025	1	
IMPA2	0.531157378	0	0.0111033703	0.5634449195	1	
CYLD	0.5309011633	0	0.0113255166	0.5647031756	1	TSG
ITGB5	0.5307313642	0	0.0114727378	0.5655366914	1	
CROT	0.5304220872	0	0.0117408907	0.5670541341	1	
PSKH1	0.530226515	0	0.011910458	0.5680131877	1	
CAMK1G	0.5300430714	0	0.0120695094	0.5689124031	1	
PTPN11	0.5299884931	0	0.0121168305	0.5691798699	1	
STK35	0.5298869168	0	0.0122049004	0.5696775712	1	
PLEKHA5	0.5298763044	0	0.0122141017	0.5697295636	1	
LAMP1	0.5296413145	0	0.0124178453	0.5708805122	1	
GOT1	0.5296094772	0	0.0124454493	0.5710364014	1	
PRKCB	0.5295761238	0	0.0124743677	0.571199702	1	
NDUFB2	0.5295708081	0	0.0124789766	0.5711612879	1	
MOS	0.5294457424	0	0.0125874126	0.5718379423	1	
PCSK1	0.5293911641	0	0.0126347337	0.5721050572	1	
WNK1	0.5293760034	0	0.0126478784	0.57217925	1	
DYRK4	0.5292304614	0	0.012774068	0.5728913712	1	
FDX1	0.5291789152	0	0.0128187602	0.5731435242	1	
SSX1	0.5290553511	0	0.0129258941	0.5736813673	1	
LOXL2	0.5290515659	0	0.0129291761	0.573766363	1	
SERPINB1	0.5288590258	0	0.0130961144	0.574707688	1	
HAL	0.5288468973	0	0.0131066302	0.57476697	1	
SCN9A	0.5288271885	0	0.0131237184	0.5748632996	1	
TBCK	0.5285618774	0	0.0133537515	0.5761596089	1	
IARS2	0.5284133032	0	0.0134825701	0.5768851853	1	
PDE1A	0.5284102659	0	0.0134852034	0.576830987	1	
SLC22A7	0.5281616366	0	0.0137007729	0.57811363	1	
CCL11	0.5281161547	0	0.0137402072	0.5783355578	1	
NOTCH4	0.528026707	0	0.0138177612	0.5787719436	1	
GABBR2	0.5279220986	0	0.01390846	0.579282171	1	
INHBA	0.5276643678	0	0.0141319207	0.5805386862	1	
NMT2	0.5276401108	0	0.0141529523	0.5806569047	1	
MAOB	0.5276113056	0	0.0141779273	0.5807972796	1	
RBL1	0.5275355024	0	0.0142436511	0.5811666386	1	TSG
MAP3K4	0.5274976008	0	0.014276513	0.5813512914	1	
CNR1	0.5274157334	0	0.0143474946	0.5817500805	1	
HRAS	0.527335382	0	0.0144171618	0.5821414034	1	
GSK3B	0.5272368379	0	0.0145026027	0.5826212173	1	
FUS	0.5271231332	0	0.0146011883	0.5831746967	1	
HIPK3	0.527095844	0	0.0146248488	0.5833075074	1	
CTSH	0.527094328	0	0.0146261633	0.5833148855	1	
CDK20	0.526929077	0	0.0147694411	0.5841189224	1	
ACOX1	0.5267714064	0	0.0149061465	0.5848857505	1	
AGAP2	0.5267107639	0	0.0149587255	0.585180599	1	TSG
CCKAR	0.5266637659	0	0.0149994742	0.5854090737	1	
CHRNE	0.5264788062	0	0.0151598402	0.5863079526	1	
NDUFA4L2	0.5263196195	0	0.01529786	0.5870812182	1	
KCNIP1	0.5261589168	0	0.0154371944	0.5878615074	1	
CCL8	0.5256298107	0	0.0158959462	0.5904281171	1	
ADAM18	0.5255706842	0	0.0159472107	0.590714693	1	
MAP3K12	0.5254327224	0	0.0160668279	0.5913831826	1	
SLC36A1	0.5253599514	0	0.0161299227	0.5917356862	1	
LGALS1	0.5253455426	0	0.0161424155	0.5917246676	1	
ITGA7	0.5249475821	0	0.0164874599	0.5937318039	1	TSG
PCYT1A	0.5248884556	0	0.0165387244	0.5940178148	1	
ERCC6	0.5248793593	0	0.0165466113	0.594061812	1	
SCGB1A1	0.5246003972	0	0.0167884802	0.5953269278	1	
LGSN	0.5244851828	0	0.0168883748	0.5959672173	1	
ATF2	0.5244730542	0	0.0168988906	0.5960258095	1	
GRM2	0.5244548615	0	0.0169146643	0.5961136938	1	
VCPIP1	0.5242122913	0	0.0171249803	0.5972850217	1	
AHR	0.5240758456	0	0.017243283	0.5979435129	1	
PCCA	0.5240637171	0	0.0172537988	0.5980020321	1	
TRAPPC1	0.5239439481	0	0.0173576424	0.5985797917	1	
ECI2	0.523893918	0	0.01740102	0.598821071	1	
FTH1	0.5238423719	0	0.0174457122	0.5990696225	1	
ADAM22	0.5237635366	0	0.0175140649	0.599449683	1	
SLC22A8	0.523749892	0	0.0175258952	0.5995154532	1	
WNT1	0.5234951933	0	0.017746727	0.6007426468	1	
DDIT4	0.5230752437	0	0.0181108365	0.6027638895	1	
CYB5B	0.5230752437	0	0.0181108365	0.6027638895	1	
MMP25	0.523058567	0	0.0181252958	0.6028440992	1	
NIN	0.5229797317	0	0.0181936485	0.6032232138	1	
PLCB2	0.5228069005	0	0.0183434986	0.6040540096	1	
SCNN1B	0.522746258	0	0.0183960776	0.6043454058	1	
LRP1B	0.5227174528	0	0.0184210526	0.6044837987	1	TSG
INSR	0.5227038082	0	0.0184328829	0.6045493486	1	
PSME1	0.5224991396	0	0.018610337	0.6055322438	1	
PSMF1	0.5224400132	0	0.0186616016	0.6058160672	1	
MAPK15	0.5224218204	0	0.0186773753	0.6059033863	1	
MAPKBP1	0.5222899229	0	0.0187917346	0.6065362909	1	
UGT1A8	0.5222019912	0	0.0188679741	0.6069580719	1	
RAD52	0.5222019912	0	0.0188679741	0.6069580719	1	
HK2	0.5221686378	0	0.0188968926	0.6071180252	1	
HIBCH	0.5221398326	0	0.0189218676	0.6072561522	1	
ZNF331	0.5219700335	0	0.0190690888	0.6080701009	1	
FZD8	0.5219397122	0	0.0190953783	0.6082153995	1	
TAF15	0.5218714894	0	0.0191545297	0.6085422665	1	
HLA-DRB6	0.5214197025	0	0.0195462432	0.6107049188	1	
ACYP2	0.5213651242	0	0.0195935643	0.6109659495	1	
PHKG2	0.521362092	0	0.0195961933	0.6109804498	1	
CD86	0.5213075138	0	0.0196435144	0.6112414279	1	
SLC25A13	0.5210467508	0	0.0198696041	0.6124876327	1	
ABL1	0.5210179456	0	0.0198945791	0.6126252244	1	
TUBA4A	0.5209845922	0	0.0199234976	0.6127845236	1	
AVPR2	0.5208526947	0	0.0200378569	0.6134142942	1	
ENOPH1	0.5207071526	0	0.0201640465	0.6141088688	1	
GLI2	0.520643478	0	0.0202192544	0.614412631	1	
TSSK1B	0.5206419619	0	0.0202205689	0.6144198626	1	
CCNA1	0.5205419017	0	0.0203073243	0.6148970595	1	
SAR1B	0.5202705264	0	0.0205426153	0.6161904026	1	
GABRB3	0.5202493015	0	0.0205610179	0.6162915039	1	
TACC3	0.5197747736	0	0.0209724486	0.6185497724	1	
HNF4G	0.5194624645	0	0.0212432305	0.6200338631	1	
CASP6	0.5193745329	0	0.02131947	0.620451398	1	
MAP2K4	0.5193373812	0	0.0213516817	0.6205255688	1	TSG
AOX1	0.5193154064	0	0.0213707345	0.6207320757	1	
GUCA1A	0.5188332982	0	0.0217887376	0.623018305	1	
CLK2	0.5186498545	0	0.0219477891	0.6238871019	1	
FECH	0.5180707183	0	0.0224499185	0.626625802	1	
MAP3K5	0.5179661099	0	0.0225406173	0.6271198157	1	
CAMK1	0.5175112909	0	0.0229349598	0.6292652754	1	
FLT1	0.5174885499	0	0.0229546769	0.6293724442	1	
AFP	0.5173763525	0	0.0230519556	0.6297924184	1	
CRHR1	0.5171807891	0	0.0232215153	0.6308218099	1	
ARAF	0.5171262108	0	0.0232688364	0.631078648	1	
SUCNR1	0.5167547752	0	0.0235908828	0.6328250225	1	
MYLK	0.5164879481	0	0.0238222304	0.6340778788	1	
INPP1	0.5164576268	0	0.0238485199	0.6342201592	1	
SLC19A3	0.5162832795	0	0.0239996845	0.6350379146	1	
MASP2	0.5159982596	0	0.0242468058	0.6363734508	1	
NDUFB5	0.5159830989	0	0.0242599506	0.6364444439	1	
PLAU	0.515793591	0	0.02442426	0.6373314649	1	
MC3R	0.5157041432	0	0.024501814	0.6377498846	1	
CASP8	0.5155646654	0	0.0246227457	0.638402009	1	TSG
C1S	0.5154767337	0	0.0246989852	0.6388129257	1	
SNRK	0.5153463523	0	0.0248120301	0.6394219227	1	
PCYT1B	0.5152872258	0	0.0248632946	0.6396979801	1	
NCOA5	0.5149294348	0	0.0251735107	0.6413669312	1	
GAB1	0.5147854088	0	0.0252983858	0.6420379997	1	
PIK3R2	0.5144048769	0	0.025628319	0.6438089295	1	
PLK3	0.5143988126	0	0.0256335769	0.6438371266	1	
ADORA1	0.5141895959	0	0.0258149745	0.6448094484	1	
NT5C2	0.5141501782	0	0.0258491508	0.6449925348	1	
MPL	0.5140091843	0	0.025971397	0.6456471478	1	
SEMA5B	0.5137241644	0	0.0262185183	0.6469691437	1	
HUNK	0.5135831705	0	0.0263407645	0.6476224593	1	
CREB3L2	0.5134846264	0	0.0264262054	0.6480788209	1	
HS3ST3A1	0.5129888736	0	0.0268560387	0.6503714417	1	
TSSK4	0.5129843254	0	0.0268599821	0.6503924498	1	
NLGN1	0.512926715	0	0.0269099322	0.6506585133	1	
ECE1	0.5129054901	0	0.0269283348	0.6507565182	1	
SULT1A1	0.5128691046	0	0.0269598822	0.6509245032	1	
COX7C	0.5127008216	0	0.0271057889	0.651701051	1	
EIF3H	0.5123581912	0	0.0274028603	0.6532801742	1	
CYC1	0.5122990647	0	0.0274541248	0.6535524109	1	
ARL5B	0.5122702595	0	0.0274790998	0.6536850105	1	
BRD4	0.5122308419	0	0.0275132762	0.6538664322	1	
GLP2R	0.5122217455	0	0.027521163	0.6539082938	1	
PSMB2	0.5121459423	0	0.0275868868	0.6542570674	1	
PROZ	0.5119215544	0	0.0277814382	0.6551638955	1	
PHKG1	0.5117866353	0	0.0278984174	0.6559084793	1	
PAK2	0.5117472176	0	0.0279325937	0.6560894676	1	
KCNN1	0.5117275088	0	0.0279496819	0.6561799485	1	
PIP5K1A	0.5113090753	0	0.028312477	0.6580988201	1	
HDAC10	0.5111605011	0	0.0284412955	0.6587791857	1	
ADCY5	0.5105298187	0	0.0289881171	0.6616615351	1	
MIF	0.510512373	0	0.0290032431	0.6616125438	1	
SERPINB2	0.5103721481	0	0.0291248225	0.6623806609	1	
GYG1	0.5102114454	0	0.0292641569	0.6631130098	1	
TAS1R2	0.5102008329	0	0.0292733582	0.6631613508	1	
THRA	0.5099567467	0	0.0294849887	0.664272454	1	
PARK7	0.5099461343	0	0.02949419	0.6643207305	1	TSG
IKBKB	0.5098066564	0	0.0296151217	0.6649549712	1	
SERPINA12	0.5097869476	0	0.0296322099	0.6650445545	1	
HIF1AN	0.5097642067	0	0.029651927	0.6651479083	1	
PAK4	0.509724789	0	0.0296861034	0.6653270253	1	
FADS2	0.5094321888	0	0.029939797	0.6666554531	1	
MSH2	0.5093624498	0	0.0300002629	0.6669717674	1	TSG
FGF4	0.5093048394	0	0.0300502129	0.6672329814	1	
TSHR	0.5092866467	0	0.0300659866	0.6673154533	1	
SLC25A2	0.5091259439	0	0.030205321	0.6680436049	1	
MLN	0.508936436	0	0.0303696304	0.6689014637	1	
HSPA8	0.5087727012	0	0.0305115937	0.6696419446	1	
ABAT	0.5087302514	0	0.030548399	0.6698338135	1	
KCNJ10	0.5087257032	0	0.0305523424	0.6698543683	1	
FLCN	0.5087196389	0	0.0305576003	0.6698817738	1	TSG
CPT1A	0.5086878016	0	0.0305852043	0.670025638	1	
GABRE	0.5084755527	0	0.0307692308	0.6709840927	1	
ADCK5	0.5083588158	0	0.0308704453	0.6715107672	1	
IFNAR1	0.5081814364	0	0.0310242389	0.6723103902	1	
ESR1	0.5080646995	0	0.0311254535	0.6728362097	1	
HSP90B1	0.5079919285	0	0.0311885483	0.6731638208	1	
TUBA3C	0.5076659748	0	0.0314711604	0.6746296141	1	
PNLIP	0.5076417178	0	0.031492192	0.6747385894	1	
ARG2	0.5075871395	0	0.0315395131	0.6749837295	1	
GUCY2F	0.5075643986	0	0.0315592302	0.675085849	1	
IL25	0.5073460734	0	0.0317485251	0.6759292158	1	
RAP2A	0.5072460253	0	0.03183527	0.6765141454	1	
TUSC2	0.5072414771	0	0.0318392134	0.676534531	1	TSG
TRPM8	0.5070428728	0	0.0320114096	0.6774241863	1	
KCNA1	0.5068488166	0	0.0321796624	0.6782924931	1	
PRODH	0.5068078829	0	0.0322151533	0.6784755282	1	TSG
RDH12	0.5066130565	0	0.0323840739	0.6792080716	1	
MAP3K7	0.5065850216	0	0.0324083811	0.6794712956	1	
GART	0.5065243791	0	0.0324609601	0.6797420309	1	
TNFSF4	0.5064538698	0	0.0325220939	0.6799183101	1	
ADAM12	0.5063833852	0	0.0325832063	0.6803711226	1	
CHRNA9	0.5063121302	0	0.0326449866	0.6806888546	1	
RARRES1	0.5061741684	0	0.0327646038	0.6813036627	1	
FANCL	0.5060998813	0	0.0328290131	0.6816345079	1	
CP	0.5060847207	0	0.0328421578	0.6817020096	1	
NEK8	0.5060543994	0	0.0328684473	0.6818369951	1	
GLRX2	0.5060407548	0	0.0328802776	0.6818977307	1	
POLE4	0.5056374819	0	0.033229928	0.6836906038	1	
ARHGEF12	0.5053842993	0	0.0334494453	0.6848140177	1	TSG
SLC6A9	0.5051311167	0	0.0336689626	0.6859357344	1	
BCKDK	0.5049279642	0	0.0338451023	0.6868345614	1	
SPTAN1	0.5048415486	0	0.0339200273	0.6872165643	1	
SLC12A5	0.5045383359	0	0.0341829223	0.6885553421	1	
RNASE4	0.5045201432	0	0.034198696	0.6886355902	1	
CDC34	0.5043518601	0	0.0343446028	0.6893774622	1	
PRKCA	0.5041077739	0	0.0345562332	0.6904521505	1	
BRF2	0.5040668402	0	0.0345917241	0.6906322196	1	
CSF3R	0.5040471314	0	0.0346088122	0.6907189033	1	
PAK7	0.504018313	0	0.0346337986	0.6907021378	1	
PAX3	0.5038561074	0	0.0347744361	0.6915585208	1	
BAAT	0.5036271818	0	0.0349729218	0.6925634179	1	
NOV	0.5035650232	0	0.0350268153	0.6928360232	1	
ROR1	0.5033649028	0	0.035200326	0.6937129592	1	
SHH	0.5033118406	0	0.0352463326	0.6939452953	1	
HOXC13	0.5032178447	0	0.0353278301	0.6943566718	1	
IL9	0.5032163152	0	0.0353291561	0.6942183152	1	
CYP17A1	0.503202684	0	0.0353409748	0.6944230001	1	
MAML1	0.5031966198	0	0.0353462327	0.6944495296	1	
SRMS	0.5031162684	0	0.0354158999	0.6948009497	1	
VWF	0.5027827345	0	0.0357050844	0.6962577637	1	
JAZF1	0.5026402245	0	0.035828645	0.6968792781	1	
PDE7B	0.5025947426	0	0.0358680793	0.6970775146	1	
MCM4	0.5025280358	0	0.0359259162	0.6973681571	1	
OAZ1	0.502485586	0	0.0359627215	0.6975530466	1	
FIP1L1	0.5023673331	0	0.0360652505	0.6980678303	1	
PSEN1	0.5020186385	0	0.0363675798	0.6995834978	1	
RPTOR	0.5019534478	0	0.0364241022	0.699866482	1	
PSMD12	0.5018715803	0	0.0364950839	0.7002216876	1	
CTSD	0.5018549036	0	0.0365095431	0.7002940211	1	
LMNB2	0.5017654559	0	0.0365870971	0.7006818573	1	
UBA3	0.5011605466	0	0.0371115726	0.7032987174	1	
PNMT	0.5011499341	0	0.037120774	0.703344534	1	
NMNAT1	0.5007026954	0	0.0375085441	0.7052724436	1	
APOH	0.5003236795	0	0.0378371628	0.706901753	1	
MMP26	0.5000614006	0	0.038064567	0.7080267972	1	
EPRS	0.4999552761	0	0.0381565803	0.7084814484	1	
NTRK1	0.4998188304	0	0.038274883	0.7090655169	1	
INCENP	0.4997794128	0	0.0383090594	0.7092341465	1	
HDAC1	0.4997566718	0	0.0383287765	0.7093314122	1	
CAMKK1	0.4997506076	0	0.0383340344	0.7093573471	1	
TRIM33	0.4993010801	0	0.0387237889	0.7111251482	1	
SGPL1	0.499282144	0	0.0387402072	0.7113575599	1	
NQO1	0.498925869	0	0.0390491088	0.7128744272	1	
PISD	0.4986438812	0	0.0392936011	0.7140723441	1	
ABCC2	0.4984998552	0	0.0394184763	0.7146832704	1	
TAB2	0.4983209597	0	0.0395735843	0.7154412429	1	
RAP1GDS1	0.4983012509	0	0.0395906725	0.7155246899	1	
KLKB1	0.4982997348	0	0.039591987	0.7155311084	1	
CDK8	0.49827851	0	0.0396103896	0.7156209603	1	
HMGCL	0.4981299357	0	0.0397392082	0.7162495461	1	
REM1	0.4977372753	0	0.0400796572	0.7179076158	1	
TRIP13	0.4975993135	0	0.0401992744	0.7184890774	1	
TNFRSF11A	0.4975295746	0	0.0402597403	0.7187827841	1	
CDKL5	0.4974583196	0	0.0403215206	0.7190827237	1	
KLK1	0.4974310305	0	0.0403451811	0.7191975534	1	
MET	0.4973188418	0	0.0404424523	0.7196693939	1	
SLC25A29	0.4972976169	0	0.0404608549	0.719758618	1	
G6PD	0.4968655388	0	0.0408354803	0.7215719863	1	
PARS2	0.4965471655	0	0.0411115201	0.7229045036	1	
QPCT	0.4963879788	0	0.0412495399	0.7235695964	1	
CLOCK	0.4963743343	0	0.0412613702	0.7236265681	1	
MKNK1	0.4962621456	0	0.0413586414	0.7240947848	1	
TGFB1	0.4961332802	0	0.0414703717	0.7246321226	1	TSG
LRRC2	0.4960953786	0	0.0415032336	0.7247900656	1	
GRIK4	0.4959255795	0	0.0416504548	0.7254971053	1	
CRYBB1	0.4958679691	0	0.0417004049	0.7257367911	1	
TF	0.4957936661	0	0.0417648279	0.7258894946	1	
CDK18	0.4957012021	0	0.0418449971	0.7264300386	1	
SLC32A1	0.4956921057	0	0.041852884	0.7264678272	1	
SKIL	0.4955693046	0	0.0419593564	0.7269777228	1	
AK1	0.4955435315	0	0.0419817025	0.7270846784	1	
INPP5B	0.495387377	0	0.0421170934	0.7277322612	1	
KCNT2	0.4952251582	0	0.0422577423	0.7284041877	1	
P4HTM	0.4951160016	0	0.0423523845	0.7288558625	1	
ALDH9A1	0.4950796161	0	0.0423839319	0.7290063379	1	
PTPRT	0.4950341342	0	0.0424233661	0.7291943739	1	
TRIM13	0.4948643351	0	0.0425705873	0.7298958023	1	TSG
TP53BP1	0.4948127889	0	0.0426152795	0.7301085569	1	
NF1	0.4946899878	0	0.0427217519	0.7306150771	1	TSG
PRKACA	0.4946854396	0	0.0427256954	0.730633828	1	
PDC	0.4945489776	0	0.0428440122	0.7310385198	1	
CNTFR	0.4945414135	0	0.0428505705	0.7312272698	1	
SDS	0.4944656104	0	0.0429162942	0.731539345	1	
CD46	0.4944610622	0	0.0429202377	0.7315580638	1	
SFTPD	0.4943519056	0	0.0430148799	0.7320071178	1	
PIK3C2B	0.4942518454	0	0.0431016352	0.7324184201	1	
PSMA3	0.4941601072	0	0.0431811751	0.7326372575	1	
HDAC6	0.4939941146	0	0.043325096	0.7334763754	1	
ABO	0.4939744058	0	0.0433421841	0.7335571911	1	
ECHS1	0.4939410524	0	0.0433711026	0.7336939282	1	
DCP1B	0.4938470565	0	0.0434526	0.734079088	1	
MGAT1	0.4938258316	0	0.0434710027	0.7341660207	1	
GSG2	0.49378793	0	0.0435038646	0.7343212221	1	
CSF2	0.4936226791	0	0.0436471423	0.7349973656	1	
MSTN	0.4933998178	0	0.0438403702	0.7359078498	1	
CASP3	0.4933528198	0	0.0438811189	0.7360996541	1	
NEK7	0.4933134022	0	0.0439152952	0.7362604678	1	
KCNE1	0.4933134022	0	0.0439152952	0.7362604678	1	
GRIN3A	0.4928782919	0	0.0442925496	0.7380322944	1	
CYP4B1	0.4928510028	0	0.0443162101	0.7381432168	1	
ERCC3	0.4927266856	0	0.0444239971	0.7386482267	1	
GNAS	0.4924083123	0	0.0447000368	0.7399392722	1	
RHOH	0.4923810231	0	0.0447236974	0.7400497809	1	
RASA1	0.4922081919	0	0.0448735475	0.7407491095	1	
WIF1	0.4921611939	0	0.0449142962	0.7409391104	1	TSG
PIP5K1C	0.4920823586	0	0.0449826489	0.7412576608	1	
MAP4K2	0.4920353607	0	0.0450233977	0.7414474698	1	
RHAG	0.4917412444	0	0.0452784058	0.7426336764	1	
